,type,title,authors,publish_date,source_records,number_of_pages,publishers,isbn_10,isbn_13,physical_format,full_title,covers,works,key,lc_classifications,local_id,latest_revision,revision,created,last_modified,isbn,identifiers,classifications,description,publish_places,contributions,subjects,languages,pagination,dewey_decimal_class,edition_name,lccn,publish_country,by_statement,oclc_numbers,subtitle,notes,ocaid,weight,physical_dimensions,first_sentence,series,subject_people,table_of_contents,coverimage,genres,copyright_date,ia_box_id,ia_loaded_id,contributors,subject_place,url,uri_descriptions,uris,links,other_titles,work_title,openlibrary,oclc_number,original_isbn,work_titles,subject_time,location
40,{'key': '/type/edition'},Fragile Things,,2010-02,,,['Harper'],,['9780060515232'],,,[12387899],[{'key': '/works/OL679359W'}],/books/OL35686728M,,,3,3,"{'type': '/type/datetime', 'value': '2021-11-29T06:25:39.861205'}","{'type': '/type/datetime', 'value': '2021-11-29T06:26:13.660478'}",9780060515232,{},{},,,,,[{'key': '/languages/eng'}],,,,,,,,,,fragilethingssho0000gaim,,,,,,,,,,,,,,,,,,,,,,,,,
41,{'key': '/type/edition'},Coraline - Diamond Distributors,,July 2002,['bwb:9780060521882'],192.0,['HarperCollins Publishers'],['0060521880'],['9780060521882'],,,,[{'key': '/works/OL679358W'}],/books/OL7277713M,,,9,9,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-02-28T14:30:18.295048'}",9780060521882,"{'librarything': ['4183'], 'goodreads': ['17063']}",,,,['Dave McKean (Illustrator)'],,[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,{'key': '/type/edition'},Coraline,"[{'key': '/authors/OL53305A'}, {'key': '/authors/OL219070A'}]",2002,['bwb:9780060528829'],,['HarperCollins Publishers'],,['9780060528829'],,Coraline,,[{'key': '/works/OL679358W'}],/books/OL37380531M,,,3,3,"{'type': '/type/datetime', 'value': '2022-03-01T03:45:05.927990'}","{'type': '/type/datetime', 'value': '2022-06-20T15:28:34.268956'}",9780060528829,,,,,,"[""Children's fiction"", 'Supernatural, fiction', 'Horror stories']",[{'key': '/languages/eng'}],192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,{'key': '/type/edition'},Coraline,,2002,"['marc_overdrive/InternetArchiveCrMarc-2010-06-11k.mrc:3250411:1974', 'ia:coraline00gaim_885', 'bwb:9780060773656']",,['HarperCollins'],,"['9780060528836', '9780060773656']",Electronic resource,,[6410423],[{'key': '/works/OL679358W'}],/books/OL24262113M,,,13,13,"{'type': '/type/datetime', 'value': '2010-06-17T20:57:28.644249'}","{'type': '/type/datetime', 'value': '2023-03-01T12:52:45.702878'}",9780060528836,{'overdrive': ['A74D1B3E-76F0-49F3-880B-8BB4728F3036']},{},,['New York'],,,[{'key': '/languages/eng'}],,,,,nyu,,,,,coraline00gaim_885,,,,,,,,,,,,,,,,,,,,,,,,,
44,{'key': '/type/edition'},Coraline,"[{'key': '/authors/OL53305A'}, {'key': '/authors/OL2630661A'}]","May 05, 2002","['amazon:0060528842', 'bwb:9780060528843']",,['Harper Collins'],['0060528842'],['9780060528843'],hardcover,Coraline,[10942078],[{'key': '/works/OL679358W'}],/books/OL32318441M,,,4,4,"{'type': '/type/datetime', 'value': '2021-05-05T10:40:23.208353'}","{'type': '/type/datetime', 'value': '2022-03-01T01:54:39.943769'}",9780060528843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,{'key': '/type/edition'},Coraline,"[{'key': '/authors/OL53305A'}, {'key': '/authors/OL219070A'}]",2002,['bwb:9780060528850'],,['HarperCollins Publishers'],,['9780060528850'],,Coraline,,[{'key': '/works/OL679358W'}],/books/OL37376739M,,,3,3,"{'type': '/type/datetime', 'value': '2022-03-01T02:49:35.828302'}","{'type': '/type/datetime', 'value': '2022-06-20T15:28:34.268956'}",9780060528850,,,,,,"[""Children's fiction"", 'Supernatural, fiction', 'Horror stories']",[{'key': '/languages/eng'}],192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,{'key': '/type/edition'},The Wolves in the Walls,"[{'key': '/authors/OL53305A'}, {'key': '/authors/OL219070A'}]","Aug 05, 2003","['amazon:0060530871', 'bwb:9780060530877', 'promise:bwb_daily_pallets_2022-03-17']",56.0,['HarperCollins'],['0060530871'],['9780060530877'],library binding,The Wolves in the Walls,[10942080],[{'key': '/works/OL679344W'}],/books/OL32318443M,,['urn:bwbsku:P7-EUJ-853'],5,5,"{'type': '/type/datetime', 'value': '2021-05-05T10:40:27.887500'}","{'type': '/type/datetime', 'value': '2022-12-07T14:47:07.606187'}",9780060530877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,{'key': '/type/edition'},The Graveyard Book,,"June 24, 2008",['ia:graveyardbook00gaim'],192.0,['HarperCollins'],['0060530928'],['9780060530921'],Hardcover,,[12049091],[{'key': '/works/OL679348W'}],/books/OL9950148M,,,13,13,"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}","{'type': '/type/datetime', 'value': '2021-10-07T17:17:26.320762'}",9780060530921,"{'librarything': ['4479754'], 'goodreads': ['2213661']}",{},,,['Dave Mckean (Illustrator)'],"['Science Fiction, Fantasy, & Magic', 'Juvenile Fiction / General', 'Juvenile Fiction', ""Children's Books/All Ages"", 'Children: Grades 4-6']",[{'key': '/languages/eng'}],,,,,,,,,,graveyardbook0000gaim_a1d9,,,,,,,,,,['IA172501'],['graveyardbook00gaim'],,,,,,,,,,,,,,
48,{'key': '/type/edition'},The  graveyard book,,2008,"['marc:marc_loc_updates/v36.i19.records.utf8:5657638:870', 'marc:marc_loc_updates/v36.i41.records.utf8:6048519:1196', 'marc:marc_loc_updates/v36.i42.records.utf8:17998859:1055', 'marc:marc_loc_updates/v36.i44.records.utf8:8686459:1055', 'marc:marc_loc_updates/v36.i47.records.utf8:6713732:1153', 'marc:marc_loc_updates/v37.i24.records.utf8:6594696:1153', 'marc:marc_loc_updates/v37.i35.records.utf8:50610971:1248', 'ia:graveyardbook00gaim', 'marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:1175012:1680', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run03.mrc:261862499:12760', 'marc:marc_marygrove/marygrovecollegelibrary.full.D20191108.T213022.internetarchive2nd_REPACK.mrc:172786031:5665', 'bwb:9780060530921', 'bwb:9780060530938', 'marc:marc_loc_2016/BooksAll.2016.part35.utf8:109378505:1248', 'ia:graveyardbook0000gaim', 'ia:graveyardbook0000gaim_a1d9', 'marc:harvard_bibliographic_metadata/ab.bib.12.20150123.full.mrc:369388764:842', 'marc:marc_nuls/NULS_PHC_180925.mrc:110117357:2116']",312.0,['HarperCollins Pub.'],,"['9780060530921', '9780060530938']",Hardcover,,[7099583],[{'key': '/works/OL679348W'}],/books/OL19429647M,"['PZ7.G1273 Gr 2008', 'PZ7.G1273Gr 2008', 'PR6057.A319 G73 2008']","['urn:phillips:31867003029449', 'urn:sfpl:31223103476702', 'urn:sfpl:31223083551102', 'urn:sfpl:31223113308002', 'urn:sfpl:31223083551375', 'urn:sfpl:31223103476827', 'urn:sfpl:31223113307988', 'urn:sfpl:31223119364546', 'urn:sfpl:31223127509769', 'urn:sfpl:31223084689646', 'urn:sfpl:31223127509843', 'urn:sfpl:31223113307921', 'urn:sfpl:31223113307897', 'urn:sfpl:31223119364496', 'urn:sfpl:31223113307996', 'urn:sfpl:31223083569997', 'urn:sfpl:31223103476744', 'urn:sfpl:31223119364488', 'urn:sfpl:31223103476769', 'urn:sfpl:31223119364561', 'urn:sfpl:31223083569856', 'urn:sfpl:31223083551508', 'urn:sfpl:31223127509777', 'urn:sfpl:31223103476710', 'urn:sfpl:31223103476728', 'urn:sfpl:31223113307954', 'urn:sfpl:31223083551409', 'urn:sfpl:31223127509827', 'urn:sfpl:31223127509835', 'urn:sfpl:31223113307962', 'urn:sfpl:31223084376756', 'urn:sfpl:31223115593544', 'urn:sfpl:31223115593551', 'urn:sfpl:31223100231134', 'urn:sfpl:31223119364538', 'urn:sfpl:31223119364520', 'urn:sfpl:31223084689836', 'urn:sfpl:31223061535184', 'urn:sfpl:31223084689828', 'urn:sfpl:31223103476785', 'urn:sfpl:31223127509785', 'urn:sfpl:31223083551359', 'urn:sfpl:31223119364553', 'urn:sfpl:31223084689810', 'urn:sfpl:31223113307939', 'urn:sfpl:31223103539301', 'urn:sfpl:31223103476694', 'urn:sfpl:31223113307889', 'urn:sfpl:31223127509793', 'urn:sfpl:31223083570011', 'urn:sfpl:31223127509801', 'urn:sfpl:31223084689703', 'urn:sfpl:31223083551532', 'urn:sfpl:31223103539293', 'urn:sfpl:31223113307947', 'urn:sfpl:31223113307905', 'urn:sfpl:31223127509819', 'urn:sfpl:31223119364579', 'urn:sfpl:31223103539285', 'urn:mgc:31927000831682', 'urn:nuls:31786102345615']",27,27,"{'type': '/type/datetime', 'value': '2008-10-22T08:42:20.407666'}","{'type': '/type/datetime', 'value': '2023-03-07T13:50:34.147775'}",9780060530938,"{'librarything': ['4479754'], 'goodreads': ['2213661', '3168234', '2213661']}",{},"After the grisly murder of his entire family, a toddler wanders into a graveyard where the ghosts and other supernatural residents agree to raise him as one of their own.",['New York'],"['McKean, Dave, ill.']","['Dead -- Fiction', 'Supernatural -- Fiction', 'Cemeteries -- Fiction']",[{'key': '/languages/eng'}],312 p. :,['[Fic]'],1st ed.,['2008013860'],nyu,Neil Gaiman ; with illustrations by Dave McKean.,"['179806700', '656832807']",,,graveyardbook00gaim,,,,,,,,"['Fiction.', 'Fiction']",,['IA172501'],,,,,,,,,,,,,,,
49,{'key': '/type/edition'},The Graveyard Book,,2010,['bwb:9780060530945'],313.0,"[""HarperCollins Children's Books""]",,['9780060530945'],Paperback,,[8575522],[{'key': '/works/OL679348W'}],/books/OL26910130M,[''],,6,6,"{'type': '/type/datetime', 'value': '2019-05-19T20:33:54.945654'}","{'type': '/type/datetime', 'value': '2020-10-18T13:53:38.354394'}",9780060530945,{},{},,,,,[{'key': '/languages/eng'}],,,First Paperback Edition,['2008013860'],,,,With illustrations by Dave McKean,,,,,,,,,,,2008,,,"[{'role': 'Illustrator', 'name': 'Dave McKean'}, {'role': 'Typography', 'name': 'Hilary Zarycky'}]",,,,,,,,,,,,,
50,{'key': '/type/edition'},Neverwhere,,2003,"['amazon:0060557818', 'marc:marc_loc_2016/BooksAll.2016.part30.utf8:187747985:929', 'bwb:9780060557812', 'promise:bwb_daily_pallets_2022-07-08', 'ia:neverwherenovel0000gaim']",370.0,['Perennial'],['0060557818'],,,,[29261],[{'key': '/works/OL679333W'}],/books/OL3685140M,"['PR6057.A319 N48 2003', 'PS3557.A3519N48 2003']",['urn:bwbsku:O8-DBA-268'],15,15,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2023-01-21T04:30:56.019388'}",9780060557812,"{'goodreads': ['14497'], 'librarything': ['897386']}",,,['New York'],,"['Underground homeless persons -- Fiction.', 'Underground areas -- Fiction.', 'Businessmen -- Fiction.', 'Subways -- Fiction.', 'London (England) -- Fiction.']",[{'key': '/languages/eng'}],370 p. :,['813/.54'],1st Perennial ed.,['2003047114'],nyu,Neil Gaiman.,['52471677'],a novel,,neverwherenovel0000gaim,,,,,,,,['Fiction.'],,,,,['London (England)'],['http://www.loc.gov/catdir/description/hc044/2003047114.html'],['Publisher description'],['http://www.loc.gov/catdir/description/hc044/2003047114.html'],,,,,,,,,
51,{'key': '/type/edition'},American Gods,,2009,"['ia:americangodsnove00gaim', 'marc:marc_loc_2016/BooksAll.2016.part30.utf8:187748914:886', 'bwb:9780060558123']",592.0,['HarperPerennial'],['0060558121'],['9780060558123'],Paperback,,"[8443615, 8347571]",[{'key': '/works/OL679360W'}],/books/OL3685141M,"['PR6057.A319 A84 2003', 'PS3557.A3519A84 2003']",,22,22,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2022-02-28T16:59:31.083634'}",9780060558123,"{'alibris_id': ['9780060558123'], 'google': ['SrYgEZ14PK8C'], 'amazon': ['0060558121'], 'librarything': ['2280068'], 'goodreads': ['983100']}",{},"Released from prison, Shadow finds his world turned upside down. His wife has been killed; a mysterious stranger offers him a job. But Mr. Wednesday, who knows more about Shadow than is possible, warns that a storm is coming -- a battle for the very soul of America . . . and they are in its direct path.

One of the most talked-about books of the new millennium, American Gods is a kaleidoscopic journey deep into myth and across an American landscape at once eerily familiar and utterly alien. It is, quite simply, a contemporary masterpiece.
--back cover","['New York, USA']",,"['National characteristics, American -- Fiction.', 'Spiritual warfare -- Fiction.', 'Ex-convicts -- Fiction.', 'Bodyguards -- Fiction.', 'Widowers -- Fiction.']",[{'key': '/languages/eng'}],592 p. ;,['813/.54'],1st Perennial ed. (26),['2003047115'],nyu,Neil Gaiman.,"['52429669', '1027536914', '804940356']",,USA,americangodsnove00gaim,,,,,,,,['Fiction.'],2003,['IA170901'],['americangodsnove00gaim'],,,['http://www.loc.gov/catdir/description/hc044/2003047115.html'],['Publisher description'],['http://www.loc.gov/catdir/description/hc044/2003047115.html'],,,,,,,,,
52,{'key': '/type/edition'},Coraline,[{'key': '/authors/OL53305A'}],2003,['bwb:9780060568955'],,['HarperCollins Publishers'],,['9780060568955'],,Coraline,,[{'key': '/works/OL679358W'}],/books/OL37346146M,,,3,3,"{'type': '/type/datetime', 'value': '2022-02-28T13:25:34.782065'}","{'type': '/type/datetime', 'value': '2022-06-20T15:28:34.268956'}",9780060568955,,,,,,"[""Children's fiction"", 'Horror stories', 'Supernatural, fiction']",[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,{'key': '/type/edition'},Coraline,[{'key': '/authors/OL53305A'}],2003,['bwb:9780060571528'],,['HarperCollins Publishers'],,['9780060571528'],,Coraline,,[{'key': '/works/OL679358W'}],/books/OL37353420M,,,3,3,"{'type': '/type/datetime', 'value': '2022-02-28T20:43:30.541941'}","{'type': '/type/datetime', 'value': '2022-06-20T15:28:34.268956'}",9780060571528,,,,,,"[""Children's fiction"", 'Horror stories', 'Supernatural, fiction']",[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,{'key': '/type/edition'},Legends : Eleven New Works by the Masters of Modern Fantasy,[{'key': '/authors/OL3127861A'}],,"['amazon:0007305087', 'bwb:9780007305087']",,,['0007305087'],['9780007305087'],print on demand (paperback),Legends : Eleven New Works by the Masters of Modern Fantasy : v. 1,[10942099],[{'key': '/works/OL24401995W'}],/books/OL32318461M,,,5,5,"{'type': '/type/datetime', 'value': '2021-05-05T10:42:33.039782'}","{'type': '/type/datetime', 'value': '2022-12-17T07:05:31.204668'}",9780007305087,,,,,,,,,,,,,,,v. 1,"{'type': '/type/text', 'value': 'Source title: Legends: Eleven New Works by the Masters of Modern Fantasy: v. 1'}",,,,,,,,,,,,,,,,,,,,,,,,,,
55,{'key': '/type/edition'},Legends,[{'key': '/authors/OL3127861A'}],2010,['bwb:9780007385034'],,['HarperCollins Publishers Limited'],,['9780007385034'],,"Legends Discworld, Pern, Song of Ice and Fire, Memory, Sorrow and Thorn, Wheel of Time",,[{'key': '/works/OL32380030W'}],/books/OL44136533M,,,2,2,"{'type': '/type/datetime', 'value': '2022-12-17T07:19:58.897857'}","{'type': '/type/datetime', 'value': '2023-03-05T16:33:32.455064'}",9780007385034,,,,,,,[{'key': '/languages/eng'}],368,,,,,,,"Discworld, Pern, Song of Ice and Fire, Memory, Sorrow and Thorn, Wheel of Time",,,,,,,,,,,,,,,,,,,,,,,,,,,
56,{'key': '/type/edition'},The amazing Maurice and his educated rodents,[{'key': '/authors/OL25712A'}],2001,"['ia:amazingmauricehi00prat_0', 'ia:amazingmaurichi00prat', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:237337999:1906', 'marc:marc_loc_2016/BooksAll.2016.part28.utf8:219524299:1193', 'bwb:9780060012335', 'amazon:0060012331']",241.0,"['HarperCollins, Publishers']",['0060012331'],,,,[20819],[{'key': '/works/OL453885W'}],/books/OL3950303M,"['PZ7.P8865 Am 2001', 'PZ7.P8865Am 2001']",['urn:sfpl:31223059830555'],14,14,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2022-11-15T11:39:18.259420'}",9780060012335,"{'goodreads': ['64223'], 'librarything': ['1043959']}",,"{'type': '/type/text', 'value': 'A talking cat, intelligent rats, and a strange boy cooperate in a Pied Piper scam until they try to con the wrong town and are confronted by a deadly evil rat king.'}",['New York'],,"['Rats -- Fiction.', 'Cats -- Fiction.', 'Musicians -- Fiction.', 'Swindlers and swindling -- Fiction.', 'Human-animal relationships -- Fiction.', 'Humorous stories.']",[{'key': '/languages/eng'}],241 p. :,['[Fic]'],1st ed.,['2001042411'],nyu,Terry Pratchett.,,,,amazingmauricehi00prat_0,,,,,,,,['Fiction.'],,,,,,['http://www.loc.gov/catdir/description/hc042/2001042411.html'],['Publisher description'],['http://www.loc.gov/catdir/description/hc042/2001042411.html'],,,,,,,,,
